"pay_month","user_id","game_name","total_revenue","new_paid_users","new_mrr","churned_users","churned_revenue","expansion_mrr","contraction_revenue","back_from_churt_revenue","previous_paid_month","pervious_month","language","has_older_device_model","age"
2022-12-01,mzGpnrpyuOB+qfwTJ0XliQ==,game 3,25.74,,,mzGpnrpyuOB+qfwTJ0XliQ==,,,-16.83,,2022-11-01,2022-11-01,ru,false,16
2022-12-01,n8oSWohH4Vi8muIgqbRC+Q==,game 3,26.7,n8oSWohH4Vi8muIgqbRC+Q==,26.7,n8oSWohH4Vi8muIgqbRC+Q==,,,,,,2022-11-01,uk,false,14
2022-11-01,NBaV27MmzBu99zAeNFSjUA==,game 3,12.6,NBaV27MmzBu99zAeNFSjUA==,12.6,,,,,,,2022-10-01,uk,false,26
2022-12-01,NBaV27MmzBu99zAeNFSjUA==,game 3,13.38,,,NBaV27MmzBu99zAeNFSjUA==,,0.78,,,2022-11-01,2022-11-01,uk,false,26
2022-10-01,nfIwLLLuemHymdg1HYidrA==,game 3,72.78,nfIwLLLuemHymdg1HYidrA==,72.78,,,,,,,2022-09-01,uk,false,19
2022-11-01,nfIwLLLuemHymdg1HYidrA==,game 3,64.50,,,,,,-8.28,,2022-10-01,2022-10-01,uk,false,19
2022-12-01,nfIwLLLuemHymdg1HYidrA==,game 3,13.92,,,nfIwLLLuemHymdg1HYidrA==,,,-50.58,,2022-11-01,2022-11-01,uk,false,19
2022-07-01,ngOdQ8biXsraLxTHS862fw==,game 3,13.92,ngOdQ8biXsraLxTHS862fw==,13.92,ngOdQ8biXsraLxTHS862fw==,,,,,,2022-06-01,ru,false,25
2022-07-01,ni2+3lFt9yVqbt5Vtc8BMQ==,game 3,17.76,ni2+3lFt9yVqbt5Vtc8BMQ==,17.76,ni2+3lFt9yVqbt5Vtc8BMQ==,,,,,,2022-06-01,uk,false,18
2022-11-01,njexPkl3G77JLZwwcq2UVA==,game 3,28.08,njexPkl3G77JLZwwcq2UVA==,28.08,,,,,,,2022-10-01,uk,false,28
2022-12-01,njexPkl3G77JLZwwcq2UVA==,game 3,18.03,,,njexPkl3G77JLZwwcq2UVA==,,,-10.05,,2022-11-01,2022-11-01,uk,false,28
2022-04-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,19.11,nklUUkirU5GYU5ZtNOgx8w==,19.11,,,,,,,2022-03-01,ru,true,20
2022-05-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,40.62,,,,40.62,21.51,,,2022-04-01,2022-04-01,ru,true,20
2022-08-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,42.84,,,,42.84,,,42.84,2022-05-01,2022-07-01,ru,true,20
2022-10-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,30.57,,,,,,,30.57,2022-08-01,2022-09-01,ru,true,20
2022-11-01,nklUUkirU5GYU5ZtNOgx8w==,game 3,31.08,,,nklUUkirU5GYU5ZtNOgx8w==,,0.51,,,2022-10-01,2022-10-01,ru,true,20
2022-03-01,NMmQVq8bB84KydONJjvTfQ==,game 3,15.33,NMmQVq8bB84KydONJjvTfQ==,15.33,NMmQVq8bB84KydONJjvTfQ==,,,,,,2022-02-01,uk,true,18
2022-07-01,NntDesROB4ANrudTCXEScA==,game 3,39.12,NntDesROB4ANrudTCXEScA==,39.12,,39.12,,,,,2022-06-01,ru,false,37
2022-10-01,NntDesROB4ANrudTCXEScA==,game 3,47.79,,,,,,,47.79,2022-07-01,2022-09-01,ru,false,37
2022-11-01,NntDesROB4ANrudTCXEScA==,game 3,27.63,,,NntDesROB4ANrudTCXEScA==,,,-20.16,,2022-10-01,2022-10-01,ru,false,37
2022-09-01,nNZDz4XCOjUv0OfYF+AAGg==,game 3,40.38,nNZDz4XCOjUv0OfYF+AAGg==,40.38,,40.38,,,,,2022-08-01,uk,false,25
2022-11-01,nNZDz4XCOjUv0OfYF+AAGg==,game 3,18.39,,,,,,,18.39,2022-09-01,2022-10-01,uk,false,25
2022-12-01,nNZDz4XCOjUv0OfYF+AAGg==,game 3,65.64,,,nNZDz4XCOjUv0OfYF+AAGg==,,47.25,,,2022-11-01,2022-11-01,uk,false,25
2022-09-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,121.02,Np8MbaAllrt9d2F+g1ZvJQ==,121.02,,,,,,,2022-08-01,uk,false,22
2022-10-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,53.82,,,,,,-67.20,,2022-09-01,2022-09-01,uk,false,22
2022-11-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,71.10,,,,,17.28,,,2022-10-01,2022-10-01,uk,false,22
2022-12-01,Np8MbaAllrt9d2F+g1ZvJQ==,game 3,108.69,,,Np8MbaAllrt9d2F+g1ZvJQ==,,37.59,,,2022-11-01,2022-11-01,uk,false,22
2022-04-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,31.68,nPrRQwP3UZo2KBlM2mJ8fg==,31.68,,,,,,,2022-03-01,uk,false,24
2022-05-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,70.08,,,,,38.40,,,2022-04-01,2022-04-01,uk,false,24
2022-06-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,65.25,,,,,,-4.83,,2022-05-01,2022-05-01,uk,false,24
2022-07-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,83.70,,,,,18.45,,,2022-06-01,2022-06-01,uk,false,24
2022-08-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,15.33,,,,,,-68.37,,2022-07-01,2022-07-01,uk,false,24
2022-09-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,17.16,,,,,1.83,,,2022-08-01,2022-08-01,uk,false,24
2022-10-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,60.03,,,,,42.87,,,2022-09-01,2022-09-01,uk,false,24
2022-11-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,15.21,,,,,,-44.82,,2022-10-01,2022-10-01,uk,false,24
2022-12-01,nPrRQwP3UZo2KBlM2mJ8fg==,game 3,125.28,,,nPrRQwP3UZo2KBlM2mJ8fg==,,110.07,,,2022-11-01,2022-11-01,uk,false,24
2022-10-01,nS8ODZHVyaod50PqOekmOw==,game 3,12.6,nS8ODZHVyaod50PqOekmOw==,12.6,nS8ODZHVyaod50PqOekmOw==,,,,,,2022-09-01,ru,false,44
2022-03-01,o55dseByUOl9s5IQCz1kuQ==,game 3,23.16,o55dseByUOl9s5IQCz1kuQ==,23.16,,,,,,,2022-02-01,uk,false,22
2022-04-01,o55dseByUOl9s5IQCz1kuQ==,game 3,86.88,,,,,63.72,,,2022-03-01,2022-03-01,uk,false,22
2022-05-01,o55dseByUOl9s5IQCz1kuQ==,game 3,16.44,,,,,,-70.44,,2022-04-01,2022-04-01,uk,false,22
2022-06-01,o55dseByUOl9s5IQCz1kuQ==,game 3,13.26,,,,,,-3.18,,2022-05-01,2022-05-01,uk,false,22
2022-07-01,o55dseByUOl9s5IQCz1kuQ==,game 3,15.03,,,,,1.77,,,2022-06-01,2022-06-01,uk,false,22
2022-08-01,o55dseByUOl9s5IQCz1kuQ==,game 3,15.42,,,o55dseByUOl9s5IQCz1kuQ==,,0.39,,,2022-07-01,2022-07-01,uk,false,22
2022-08-01,O6owe/pXDy1Bk5nfxuCZyw==,game 3,39.30,O6owe/pXDy1Bk5nfxuCZyw==,39.30,O6owe/pXDy1Bk5nfxuCZyw==,,,,,,2022-07-01,ru,false,20
2022-09-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,22.14,OAAGTJfPU2ECPJT1KYm2ZQ==,22.14,,,,,,,2022-08-01,uk,false,22
2022-10-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,17.64,,,,,,-4.50,,2022-09-01,2022-09-01,uk,false,22
2022-11-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,42.15,,,,,24.51,,,2022-10-01,2022-10-01,uk,false,22
2022-12-01,OAAGTJfPU2ECPJT1KYm2ZQ==,game 3,118.80,,,OAAGTJfPU2ECPJT1KYm2ZQ==,,76.65,,,2022-11-01,2022-11-01,uk,false,22
2022-04-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,21.33,ojVPXYZw2oeGtcmG7LcLGA==,21.33,,,,,,,2022-03-01,en,false,20
2022-05-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,75.90,,,,,54.57,,,2022-04-01,2022-04-01,en,false,20
2022-06-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,98.37,,,,,22.47,,,2022-05-01,2022-05-01,en,false,20
2022-07-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,56.04,,,,,,-42.33,,2022-06-01,2022-06-01,en,false,20
2022-08-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,58.02,,,,,1.98,,,2022-07-01,2022-07-01,en,false,20
2022-09-01,ojVPXYZw2oeGtcmG7LcLGA==,game 3,35.67,,,ojVPXYZw2oeGtcmG7LcLGA==,,,-22.35,,2022-08-01,2022-08-01,en,false,20
2022-12-01,oKLGTNuEKW70rLmudZaTGQ==,game 3,32.25,oKLGTNuEKW70rLmudZaTGQ==,32.25,oKLGTNuEKW70rLmudZaTGQ==,,,,,,2022-11-01,uk,false,18
2022-12-01,omF221BxDxXFh233yUEVeQ==,game 3,22.8,omF221BxDxXFh233yUEVeQ==,22.8,omF221BxDxXFh233yUEVeQ==,,,,,,2022-11-01,uk,false,27
2022-07-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,12.42,oQQmPjqm7DR+exPmp6xDhg==,12.42,,,,,,,2022-06-01,uk,false,30
2022-08-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,13.2,,,,13.2,0.78,,,2022-07-01,2022-07-01,uk,false,30
2022-11-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,13.53,,,,,,,13.53,2022-08-01,2022-10-01,uk,false,30
2022-12-01,oQQmPjqm7DR+exPmp6xDhg==,game 3,13.53,,,oQQmPjqm7DR+exPmp6xDhg==,,,,,2022-11-01,2022-11-01,uk,false,30
2022-04-01,orbgZNBGuhZZx63HTAbyIw==,game 3,62.13,orbgZNBGuhZZx63HTAbyIw==,62.13,,,,,,,2022-03-01,uk,false,25
2022-05-01,orbgZNBGuhZZx63HTAbyIw==,game 3,155.97,,,,,93.84,,,2022-04-01,2022-04-01,uk,false,25
2022-06-01,orbgZNBGuhZZx63HTAbyIw==,game 3,117.48,,,,,,-38.49,,2022-05-01,2022-05-01,uk,false,25
2022-07-01,orbgZNBGuhZZx63HTAbyIw==,game 3,69.15,,,,,,-48.33,,2022-06-01,2022-06-01,uk,false,25
2022-08-01,orbgZNBGuhZZx63HTAbyIw==,game 3,141.48,,,,,72.33,,,2022-07-01,2022-07-01,uk,false,25
2022-09-01,orbgZNBGuhZZx63HTAbyIw==,game 3,54.45,,,,,,-87.03,,2022-08-01,2022-08-01,uk,false,25
2022-10-01,orbgZNBGuhZZx63HTAbyIw==,game 3,35.76,,,orbgZNBGuhZZx63HTAbyIw==,,,-18.69,,2022-09-01,2022-09-01,uk,false,25
2022-09-01,ORSvkhCut21rsk0cVtJfJA==,game 3,146.25,ORSvkhCut21rsk0cVtJfJA==,146.25,,,,,,,2022-08-01,uk,false,21
2022-10-01,ORSvkhCut21rsk0cVtJfJA==,game 3,47.61,,,,,,-98.64,,2022-09-01,2022-09-01,uk,false,21
2022-11-01,ORSvkhCut21rsk0cVtJfJA==,game 3,35.31,,,,,,-12.30,,2022-10-01,2022-10-01,uk,false,21
2022-12-01,ORSvkhCut21rsk0cVtJfJA==,game 3,56.22,,,ORSvkhCut21rsk0cVtJfJA==,,20.91,,,2022-11-01,2022-11-01,uk,false,21
2022-08-01,+osJakLn8jv4bzFmPieelw==,game 3,13.29,+osJakLn8jv4bzFmPieelw==,13.29,,,,,,,2022-07-01,uk,false,30
2022-09-01,+osJakLn8jv4bzFmPieelw==,game 3,43.92,,,,,30.63,,,2022-08-01,2022-08-01,uk,false,30
2022-10-01,+osJakLn8jv4bzFmPieelw==,game 3,21.06,,,,,,-22.86,,2022-09-01,2022-09-01,uk,false,30
2022-11-01,+osJakLn8jv4bzFmPieelw==,game 3,12.45,,,,,,-8.61,,2022-10-01,2022-10-01,uk,false,30
2022-12-01,+osJakLn8jv4bzFmPieelw==,game 3,31.32,,,+osJakLn8jv4bzFmPieelw==,,18.87,,,2022-11-01,2022-11-01,uk,false,30
2022-07-01,OtAfKAtIU2D/ISKleQ64ug==,game 3,14.55,OtAfKAtIU2D/ISKleQ64ug==,14.55,OtAfKAtIU2D/ISKleQ64ug==,,,,,,2022-06-01,uk,false,38
2022-12-01,OU1FxSli7e6szUGr2+7M9A==,game 3,75.39,OU1FxSli7e6szUGr2+7M9A==,75.39,OU1FxSli7e6szUGr2+7M9A==,,,,,,2022-11-01,uk,false,25
2022-04-01,OwODWxXcsV4bBnhONiLkwg==,game 3,14.37,OwODWxXcsV4bBnhONiLkwg==,14.37,OwODWxXcsV4bBnhONiLkwg==,,,,,,2022-03-01,uk,false,25
2022-06-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,17.76,Ox0UcaMHdCuTLe5/JQrJMQ==,17.76,,,,,,,2022-05-01,ru,false,18
2022-07-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,28.35,,,,,10.59,,,2022-06-01,2022-06-01,ru,false,18
2022-08-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,36.54,,,,36.54,8.19,,,2022-07-01,2022-07-01,ru,false,18
2022-10-01,Ox0UcaMHdCuTLe5/JQrJMQ==,game 3,42.90,,,Ox0UcaMHdCuTLe5/JQrJMQ==,,,,42.90,2022-08-01,2022-09-01,ru,false,18
2022-12-01,OYDRFRAiT1uYAqbWXOwRfw==,game 3,82.14,OYDRFRAiT1uYAqbWXOwRfw==,82.14,OYDRFRAiT1uYAqbWXOwRfw==,,,,,,2022-11-01,en,false,24
2022-07-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,22.02,p0Ysy5XSVvKlZbKqzjyJgQ==,22.02,,,,,,,2022-06-01,uk,false,25
2022-08-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,14.85,,,,14.85,,-7.17,,2022-07-01,2022-07-01,uk,false,25
2022-10-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,39.69,,,,39.69,,,39.69,2022-08-01,2022-09-01,uk,false,25
2022-12-01,p0Ysy5XSVvKlZbKqzjyJgQ==,game 3,58.35,,,p0Ysy5XSVvKlZbKqzjyJgQ==,,,,58.35,2022-10-01,2022-11-01,uk,false,25
2022-12-01,pA81NE5UM892xwiOsE375g==,game 3,27.84,pA81NE5UM892xwiOsE375g==,27.84,pA81NE5UM892xwiOsE375g==,,,,,,2022-11-01,uk,false,19
2022-05-01,pLOCMIX+imLIzoDehgdOPA==,game 3,68.16,pLOCMIX+imLIzoDehgdOPA==,68.16,,,,,,,2022-04-01,uk,false,22
2022-06-01,pLOCMIX+imLIzoDehgdOPA==,game 3,55.53,,,,,,-12.63,,2022-05-01,2022-05-01,uk,false,22
2022-07-01,pLOCMIX+imLIzoDehgdOPA==,game 3,151.44,,,,,95.91,,,2022-06-01,2022-06-01,uk,false,22
2022-08-01,pLOCMIX+imLIzoDehgdOPA==,game 3,129.75,,,,,,-21.69,,2022-07-01,2022-07-01,uk,false,22
2022-09-01,pLOCMIX+imLIzoDehgdOPA==,game 3,109.89,,,,,,-19.86,,2022-08-01,2022-08-01,uk,false,22
2022-10-01,pLOCMIX+imLIzoDehgdOPA==,game 3,46.80,,,,,,-63.09,,2022-09-01,2022-09-01,uk,false,22
2022-11-01,pLOCMIX+imLIzoDehgdOPA==,game 3,61.92,,,,,15.12,,,2022-10-01,2022-10-01,uk,false,22
2022-12-01,pLOCMIX+imLIzoDehgdOPA==,game 3,41.85,,,pLOCMIX+imLIzoDehgdOPA==,,,-20.07,,2022-11-01,2022-11-01,uk,false,22
2022-03-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,15.66,prNQwR2IPPsvGpFgOpcGaQ==,15.66,,15.66,,,,,2022-02-01,uk,false,14
2022-05-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,95.52,,,,95.52,,,95.52,2022-03-01,2022-04-01,uk,false,14
2022-07-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,54.30,,,,54.30,,,54.30,2022-05-01,2022-06-01,uk,false,14
2022-10-01,prNQwR2IPPsvGpFgOpcGaQ==,game 3,47.46,,,prNQwR2IPPsvGpFgOpcGaQ==,,,,47.46,2022-07-01,2022-09-01,uk,false,14
2022-07-01,psERjQAamFwr88Zadc4wcQ==,game 3,13.08,psERjQAamFwr88Zadc4wcQ==,13.08,psERjQAamFwr88Zadc4wcQ==,,,,,,2022-06-01,ru,false,22
2022-08-01,PWvj9YoQTtX9FGLgG1CWJQ==,game 3,18.69,PWvj9YoQTtX9FGLgG1CWJQ==,18.69,PWvj9YoQTtX9FGLgG1CWJQ==,,,,,,2022-07-01,uk,false,16
2022-08-01,PydH3c1l9bUvwz7hsiaBOg==,game 3,32.55,PydH3c1l9bUvwz7hsiaBOg==,32.55,,,,,,,2022-07-01,uk,false,17
2022-09-01,PydH3c1l9bUvwz7hsiaBOg==,game 3,55.17,,,PydH3c1l9bUvwz7hsiaBOg==,,22.62,,,2022-08-01,2022-08-01,uk,false,17
2022-03-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,36.51,pz7LUOs9i7xgncmHVxQvOw==,36.51,,,,,,,2022-02-01,ru,false,24
2022-04-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,19.5,,,,,,-17.01,,2022-03-01,2022-03-01,ru,false,24
2022-05-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,39.6,,,,,20.1,,,2022-04-01,2022-04-01,ru,false,24
2022-06-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,89.61,,,,,50.01,,,2022-05-01,2022-05-01,ru,false,24
2022-07-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,52.77,,,,,,-36.84,,2022-06-01,2022-06-01,ru,false,24
2022-08-01,pz7LUOs9i7xgncmHVxQvOw==,game 3,36.57,,,pz7LUOs9i7xgncmHVxQvOw==,,,-16.20,,2022-07-01,2022-07-01,ru,false,24
2022-09-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,36.45,PzG6g7FMYUPp0RMvXhfesQ==,36.45,,,,,,,2022-08-01,uk,false,34
2022-10-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,19.23,,,,,,-17.22,,2022-09-01,2022-09-01,uk,false,34
2022-11-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,13.74,,,,,,-5.49,,2022-10-01,2022-10-01,uk,false,34
2022-12-01,PzG6g7FMYUPp0RMvXhfesQ==,game 3,15.9,,,PzG6g7FMYUPp0RMvXhfesQ==,,2.16,,,2022-11-01,2022-11-01,uk,false,34
2022-11-01,Q0GNgLhqfwwVwtvQhJt58A==,game 3,21.24,Q0GNgLhqfwwVwtvQhJt58A==,21.24,,,,,,,2022-10-01,ru,false,24
2022-12-01,Q0GNgLhqfwwVwtvQhJt58A==,game 3,56.58,,,Q0GNgLhqfwwVwtvQhJt58A==,,35.34,,,2022-11-01,2022-11-01,ru,false,24
2022-10-01,Q6BQCpZ1b6I15evvHZ6xYA==,game 3,27.18,Q6BQCpZ1b6I15evvHZ6xYA==,27.18,,,,,,,2022-09-01,uk,false,17
2022-11-01,Q6BQCpZ1b6I15evvHZ6xYA==,game 3,15.78,,,,,,-11.40,,2022-10-01,2022-10-01,uk,false,17
2022-12-01,Q6BQCpZ1b6I15evvHZ6xYA==,game 3,74.85,,,Q6BQCpZ1b6I15evvHZ6xYA==,,59.07,,,2022-11-01,2022-11-01,uk,false,17
2022-08-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,115.14,q8UcdT1sZCl07AqhDVz5ZA==,115.14,,,,,,,2022-07-01,uk,false,15
2022-09-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,61.98,,,,,,-53.16,,2022-08-01,2022-08-01,uk,false,15
2022-10-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,33.0,,,,33.0,,-28.98,,2022-09-01,2022-09-01,uk,false,15
2022-12-01,q8UcdT1sZCl07AqhDVz5ZA==,game 3,65.46,,,q8UcdT1sZCl07AqhDVz5ZA==,,,,65.46,2022-10-01,2022-11-01,uk,false,15
2022-05-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,21.84,qEF/fPDQLJPXIx6RiSIP1A==,21.84,,,,,,,2022-04-01,uk,false,20
2022-06-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,32.04,,,,,10.20,,,2022-05-01,2022-05-01,uk,false,20
2022-07-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,78.78,,,,,46.74,,,2022-06-01,2022-06-01,uk,false,20
2022-08-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,48.51,,,,,,-30.27,,2022-07-01,2022-07-01,uk,false,20
2022-09-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,77.04,,,,,28.53,,,2022-08-01,2022-08-01,uk,false,20
2022-10-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,17.67,,,,,,-59.37,,2022-09-01,2022-09-01,uk,false,20
2022-11-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,29.85,,,,,12.18,,,2022-10-01,2022-10-01,uk,false,20
2022-12-01,qEF/fPDQLJPXIx6RiSIP1A==,game 3,28.32,,,qEF/fPDQLJPXIx6RiSIP1A==,,,-1.53,,2022-11-01,2022-11-01,uk,false,20
2022-06-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,52.83,qmZRB16NnnCdNHWUcSyVDQ==,52.83,,,,,,,2022-05-01,ru,false,37
2022-07-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,86.91,,,,,34.08,,,2022-06-01,2022-06-01,ru,false,37
2022-08-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,42.87,,,,,,-44.04,,2022-07-01,2022-07-01,ru,false,37
2022-09-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,16.98,,,,16.98,,-25.89,,2022-08-01,2022-08-01,ru,false,37
2022-11-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,27.18,,,,,,,27.18,2022-09-01,2022-10-01,ru,false,37
2022-12-01,qmZRB16NnnCdNHWUcSyVDQ==,game 3,41.94,,,qmZRB16NnnCdNHWUcSyVDQ==,,14.76,,,2022-11-01,2022-11-01,ru,false,37
2022-12-01,qn61TOwEB0RbKsB+v0D9tw==,game 3,17.07,qn61TOwEB0RbKsB+v0D9tw==,17.07,qn61TOwEB0RbKsB+v0D9tw==,,,,,,2022-11-01,ru,false,16
2022-06-01,QoHEss2e+b385deeX2p39Q==,game 3,41.04,QoHEss2e+b385deeX2p39Q==,41.04,,,,,,,2022-05-01,ru,false,22
2022-07-01,QoHEss2e+b385deeX2p39Q==,game 3,99.48,,,,,58.44,,,2022-06-01,2022-06-01,ru,false,22
2022-08-01,QoHEss2e+b385deeX2p39Q==,game 3,71.43,,,,,,-28.05,,2022-07-01,2022-07-01,ru,false,22
2022-09-01,QoHEss2e+b385deeX2p39Q==,game 3,59.07,,,,,,-12.36,,2022-08-01,2022-08-01,ru,false,22
2022-10-01,QoHEss2e+b385deeX2p39Q==,game 3,13.47,,,QoHEss2e+b385deeX2p39Q==,,,-45.60,,2022-09-01,2022-09-01,ru,false,22
2022-05-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,40.17,qqYyR2vRI+7pgiuyTnVM+A==,40.17,,,,,,,2022-04-01,ru,false,19
2022-06-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,36.84,,,,,,-3.33,,2022-05-01,2022-05-01,ru,false,19
2022-07-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,27.03,,,,,,-9.81,,2022-06-01,2022-06-01,ru,false,19
2022-08-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,41.31,,,,,14.28,,,2022-07-01,2022-07-01,ru,false,19
2022-09-01,qqYyR2vRI+7pgiuyTnVM+A==,game 3,50.91,,,qqYyR2vRI+7pgiuyTnVM+A==,,9.60,,,2022-08-01,2022-08-01,ru,false,19
2022-05-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,17.64,q/Tz1C31XWaBUDrRn2ezDw==,17.64,,,,,,,2022-04-01,uk,false,21
2022-06-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,72.48,,,,,54.84,,,2022-05-01,2022-05-01,uk,false,21
2022-07-01,q/Tz1C31XWaBUDrRn2ezDw==,game 3,46.89,,,q/Tz1C31XWaBUDrRn2ezDw==,,,-25.59,,2022-06-01,2022-06-01,uk,false,21
2022-08-01,q+yzIb2a/avnS9k89SDQVw==,game 3,25.83,q+yzIb2a/avnS9k89SDQVw==,25.83,,25.83,,,,,2022-07-01,uk,true,19
2022-10-01,q+yzIb2a/avnS9k89SDQVw==,game 3,19.65,,,,,,,19.65,2022-08-01,2022-09-01,uk,true,19
2022-11-01,q+yzIb2a/avnS9k89SDQVw==,game 3,26.52,,,,,6.87,,,2022-10-01,2022-10-01,uk,true,19
2022-12-01,q+yzIb2a/avnS9k89SDQVw==,game 3,33.81,,,q+yzIb2a/avnS9k89SDQVw==,,7.29,,,2022-11-01,2022-11-01,uk,true,19
2022-05-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,91.17,QZBiEFECZAgVl5IkN9/cFw==,91.17,,,,,,,2022-04-01,en,false,16
2022-06-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,41.88,,,,,,-49.29,,2022-05-01,2022-05-01,en,false,16
2022-07-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,166.38,,,,,124.50,,,2022-06-01,2022-06-01,en,false,16
2022-08-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,205.05,,,,,38.67,,,2022-07-01,2022-07-01,en,false,16
2022-09-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,252.66,,,,,47.61,,,2022-08-01,2022-08-01,en,false,16
2022-10-01,QZBiEFECZAgVl5IkN9/cFw==,game 3,130.92,,,QZBiEFECZAgVl5IkN9/cFw==,,,-121.74,,2022-09-01,2022-09-01,en,false,16
2022-08-01,R6aBG9TzvghZNNmGufy5NQ==,game 3,12.36,R6aBG9TzvghZNNmGufy5NQ==,12.36,R6aBG9TzvghZNNmGufy5NQ==,,,,,,2022-07-01,ru,false,33
2022-06-01,r9AjQVS2nstu5lpVmDlihA==,game 3,53.28,r9AjQVS2nstu5lpVmDlihA==,53.28,,,,,,,2022-05-01,ru,false,22
2022-07-01,r9AjQVS2nstu5lpVmDlihA==,game 3,24.84,,,,,,-28.44,,2022-06-01,2022-06-01,ru,false,22
2022-08-01,r9AjQVS2nstu5lpVmDlihA==,game 3,29.52,,,,29.52,4.68,,,2022-07-01,2022-07-01,ru,false,22
2022-10-01,r9AjQVS2nstu5lpVmDlihA==,game 3,94.71,,,,94.71,,,94.71,2022-08-01,2022-09-01,ru,false,22
2022-12-01,r9AjQVS2nstu5lpVmDlihA==,game 3,104.46,,,r9AjQVS2nstu5lpVmDlihA==,,,,104.46,2022-10-01,2022-11-01,ru,false,22
2022-12-01,Re0WtVSaiuBn90MFtMRCww==,game 3,74.13,Re0WtVSaiuBn90MFtMRCww==,74.13,Re0WtVSaiuBn90MFtMRCww==,,,,,,2022-11-01,uk,false,14
2022-08-01,RiIlY436bXNX8MIW9vUaAQ==,game 3,25.29,RiIlY436bXNX8MIW9vUaAQ==,25.29,,,,,,,2022-07-01,uk,true,18
2022-09-01,RiIlY436bXNX8MIW9vUaAQ==,game 3,79.08,,,,,53.79,,,2022-08-01,2022-08-01,uk,true,18
